Hugo_Symbol,n_variants,n_predicted_artifacts,artifact_rate,mean_probability
PRKAG3,6,2,0.3333333333333333,0.32945886
PWWP3B,6,2,0.3333333333333333,0.31411955
ROR2,6,2,0.3333333333333333,0.4649687
RTKN2,6,2,0.3333333333333333,0.31370124
SBF1,6,2,0.3333333333333333,0.35883155
SDS,6,2,0.3333333333333333,0.5469054
SLC11A1,6,2,0.3333333333333333,0.4263036
SLC16A5,6,2,0.3333333333333333,0.6358903
SLC6A17,6,2,0.3333333333333333,0.4329401
SMAD1,6,2,0.3333333333333333,0.42528948
SMYD3,6,2,0.3333333333333333,0.39857343
SNX13,6,2,0.3333333333333333,0.5002753
SOX9,6,2,0.3333333333333333,0.44406366
SPAG4,6,2,0.3333333333333333,0.40952995
SYTL2,6,2,0.3333333333333333,0.5428173
TANC2,6,2,0.3333333333333333,0.5578675
TAT,6,2,0.3333333333333333,0.4584142
TCF7L2,6,2,0.3333333333333333,0.41769287
TGM5,6,2,0.3333333333333333,0.54281044
UNC5C,6,2,0.3333333333333333,0.5783629
USP20,6,2,0.3333333333333333,0.36823642
USP32,6,2,0.3333333333333333,0.440732
VWA3A,6,2,0.3333333333333333,0.38312134
WDR13,6,2,0.3333333333333333,0.42582905
WDR90,6,2,0.3333333333333333,0.49026713
YLPM1,6,2,0.3333333333333333,0.32589072
ZMAT4,6,2,0.3333333333333333,0.40039718
ZNF626,6,2,0.3333333333333333,0.3586967
ZSCAN1,6,2,0.3333333333333333,0.5742056
ZSCAN5A,6,2,0.3333333333333333,0.5272101
ABCA2,7,2,0.2857142857142857,0.3757976
ADAMTSL3,7,2,0.2857142857142857,0.49480584
BCAM,7,2,0.2857142857142857,0.3413978
CHRM3,7,2,0.2857142857142857,0.36279705
CPSF1,7,2,0.2857142857142857,0.3335548
CUL2,7,2,0.2857142857142857,0.40787014
CYP2A13,7,2,0.2857142857142857,0.43684596
EGR2,7,2,0.2857142857142857,0.35568863
EMC1,7,2,0.2857142857142857,0.44735628
EMSY,7,2,0.2857142857142857,0.40830082
FOXR2,7,2,0.2857142857142857,0.27035046
GZMB,7,2,0.2857142857142857,0.29103988
ILF3,7,2,0.2857142857142857,0.5099372
JPH1,7,2,0.2857142857142857,0.3507834
KCNG1,7,2,0.2857142857142857,0.30127925
KIAA1614,7,2,0.2857142857142857,0.404308
KIF5C,7,2,0.2857142857142857,0.36888576
KLF17,7,2,0.2857142857142857,0.5151387
LAMA4,7,2,0.2857142857142857,0.39263806
MCM3,7,2,0.2857142857142857,0.53535014
MORC2,7,2,0.2857142857142857,0.3688373
MTCL1,7,2,0.2857142857142857,0.35090375
MYO9B,7,2,0.2857142857142857,0.40227208
NAV1,7,2,0.2857142857142857,0.51230305
NAV3,7,2,0.2857142857142857,0.40790132
NCAM1,7,2,0.2857142857142857,0.36970073
NEBL,7,2,0.2857142857142857,0.40532207
NMUR2,7,2,0.2857142857142857,0.39821142
NRXN2,7,2,0.2857142857142857,0.47438985
NUP210,7,2,0.2857142857142857,0.30886674
OR4D5,7,2,0.2857142857142857,0.52168304
OR5I1,7,2,0.2857142857142857,0.40391663
P2RY4,7,2,0.2857142857142857,0.28507012
PAK5,7,2,0.2857142857142857,0.45345375
PLCB2,7,2,0.2857142857142857,0.34755507
PRDM10,7,2,0.2857142857142857,0.47534463
PRSS36,7,2,0.2857142857142857,0.2831324
PYGM,7,2,0.2857142857142857,0.4607737
RPL32,7,2,0.2857142857142857,0.47637495
SASH1,7,2,0.2857142857142857,0.36889642
SGSM2,7,2,0.2857142857142857,0.32975927
SLC35G3,7,2,0.2857142857142857,0.43284982
SLC6A14,7,2,0.2857142857142857,0.33888027
SLC6A19,7,2,0.2857142857142857,0.65005547
SP1,7,2,0.2857142857142857,0.62585914
TET3,7,2,0.2857142857142857,0.2723494
TMC1,7,2,0.2857142857142857,0.44215584
TMC2,7,2,0.2857142857142857,0.34382662
TMEM132E,7,2,0.2857142857142857,0.33081627
TRAK1,7,2,0.2857142857142857,0.35059053
UNC13A,7,2,0.2857142857142857,0.31278777
USP15,7,2,0.2857142857142857,0.42750716
VWCE,7,2,0.2857142857142857,0.27184993
WDR44,7,2,0.2857142857142857,0.288398
AGRN,8,2,0.25,0.36921933
AL353804.7,8,2,0.25,0.52792615
ASTN2,8,2,0.25,0.302481
BBS9,8,2,0.25,0.45835668
CAPN1,8,2,0.25,0.49962088
DLGAP2,8,2,0.25,0.22670722
EIF4G1,8,2,0.25,0.32156196
F9,8,2,0.25,0.21358286
FNDC3B,8,2,0.25,0.39727807
HERC1,8,2,0.25,0.3517253
KDM6B,8,2,0.25,0.3488013
MAGEB4,8,2,0.25,0.30493143
NELL1,8,2,0.25,0.38799626
NIN,8,2,0.25,0.41977015
NTRK3,8,2,0.25,0.45525151
PDCD11,8,2,0.25,0.2691199
PHLPP1,8,2,0.25,0.5531006
PLA2G4A,8,2,0.25,0.5350112
PNPLA7,8,2,0.25,0.23216923
RASGRF1,8,2,0.25,0.5206577
SI,8,2,0.25,0.5828794
SLC39A12,8,2,0.25,0.30690104
SORCS1,8,2,0.25,0.25144044
TBC1D1,8,2,0.25,0.43710688
TICRR,8,2,0.25,0.31633365
TNKS2,8,2,0.25,0.46015725
TNXB,8,2,0.25,0.3544864
UBR5,8,2,0.25,0.48725823
ZNF516,8,2,0.25,0.3859047
ATM,9,2,0.2222222222222222,0.41531882
CACNA1G,9,2,0.2222222222222222,0.29606664
CCSER1,9,2,0.2222222222222222,0.3292414
CCT8L2,9,2,0.2222222222222222,0.4052685
CELSR2,9,2,0.2222222222222222,0.36051834
CPZ,9,2,0.2222222222222222,0.44033906
FNDC1,9,2,0.2222222222222222,0.37457794
GAA,9,2,0.2222222222222222,0.4000307
GMIP,9,2,0.2222222222222222,0.2206266
HIRA,9,2,0.2222222222222222,0.4324845
INSRR,9,2,0.2222222222222222,0.27429658
KIT,9,2,0.2222222222222222,0.49038622
MAPKBP1,9,2,0.2222222222222222,0.52428544
PCSK5,9,2,0.2222222222222222,0.36359268
SORCS2,9,2,0.2222222222222222,0.26781297
SORL1,9,2,0.2222222222222222,0.42647445
SPTBN4,9,2,0.2222222222222222,0.29212323
CHRNB4,10,2,0.2,0.27827677
DISP3,10,2,0.2,0.28434733
THSD4,10,2,0.2,0.378833
TSPEAR,10,2,0.2,0.3869064
ALPG,11,2,0.18181818181818182,0.22872864
CFAP74,12,2,0.16666666666666666,0.2782869
AAMDC,1,1,1.0,0.8174227
AAR2,1,1,1.0,0.98864776
ABCB9,1,1,1.0,0.96312004
ABCD4,1,1,1.0,0.98832345
ABHD1,1,1,1.0,0.97793764
ABHD15,1,1,1.0,0.8967289
ABHD2,1,1,1.0,0.9649979
ABHD3,1,1,1.0,0.81798196
ABLIM1,1,1,1.0,0.861075
AC004997.1,1,1,1.0,0.9810651
AC008764.4,1,1,1.0,0.990827
AC025165.3,1,1,1.0,0.99140877
AC093246.1,1,1,1.0,0.98107105
AC131160.1,1,1,1.0,0.99109113
AC139530.2,1,1,1.0,0.98010296
AC244258.1,1,1,1.0,0.98601806
AC245748.1,1,1,1.0,0.99120224
AC245884.12,1,1,1.0,0.9814031
ACAA2,1,1,1.0,0.9577611
ACAD8,1,1,1.0,0.93681085
ACBD4,1,1,1.0,0.92382294
ACER3,1,1,1.0,0.9913087
ACKR3,1,1,1.0,0.9756663
ACOT6,1,1,1.0,0.9914137
ACP2,1,1,1.0,0.90789056
ACRBP,1,1,1.0,0.98160386
ACSS2,1,1,1.0,0.9913244
ACTC1,1,1,1.0,0.9332138
ACTG1,1,1,1.0,0.90289134
ACTL10,1,1,1.0,0.94889057
ACVR2B,1,1,1.0,0.9890381
ADAM11,1,1,1.0,0.99096745
ADAM18,1,1,1.0,0.99126446
ADAM19,1,1,1.0,0.9462394
ADAM33,1,1,1.0,0.8682582
ADAMTSL4,1,1,1.0,0.99131
ADAT2,1,1,1.0,0.9914936
ADGRE5,1,1,1.0,0.90390414
ADGRF1,1,1,1.0,0.9738617
ADGRF2,1,1,1.0,0.9911049
ADH4,1,1,1.0,0.9699536
ADI1,1,1,1.0,0.9866963
ADPRH,1,1,1.0,0.98063654
ADPRHL1,1,1,1.0,0.96946377
ADRM1,1,1,1.0,0.75368035
ADSS2,1,1,1.0,0.932086
AFTPH,1,1,1.0,0.9273357
AGA,1,1,1.0,0.99111396
AGAP2,1,1,1.0,0.7988621
AGBL2,1,1,1.0,0.9855723
AGK,1,1,1.0,0.99129045
AGTRAP,1,1,1.0,0.99103653
AIF1,1,1,1.0,0.8694986
AIFM3,1,1,1.0,0.98718125
AK6,1,1,1.0,0.9901748
AKAP14,1,1,1.0,0.91157454
AKAP5,1,1,1.0,0.9810839
AKIRIN2,1,1,1.0,0.9914983
AKR1C8P,1,1,1.0,0.9912731
AKR7A2,1,1,1.0,0.9783011
AL133467.6,1,1,1.0,0.86893463
AL163540.1,1,1,1.0,0.99122834
ALAD,1,1,1.0,0.97118616
ALDH16A1,1,1,1.0,0.974246
ALDH3B1,1,1,1.0,0.9521873
ALG10,1,1,1.0,0.9915148
ALG11,1,1,1.0,0.96584606
ALG8,1,1,1.0,0.99144894
ALKBH1,1,1,1.0,0.9914648
ALKBH5,1,1,1.0,0.9912833
ALKBH6,1,1,1.0,0.89012516
ALKBH7,1,1,1.0,0.97998446
AMER1,1,1,1.0,0.98859066
AMIGO2,1,1,1.0,0.97570133
AMOTL1,1,1,1.0,0.98743016
AMT,1,1,1.0,0.991323
AMY1B,1,1,1.0,0.96995115
AMZ2,1,1,1.0,0.99148
ANAPC1,1,1,1.0,0.9912004
ANGEL1,1,1,1.0,0.9751277
ANGPTL3,1,1,1.0,0.99128133
ANGPTL7,1,1,1.0,0.9735692
ANKLE2,1,1,1.0,0.9793168
ANKRD13A,1,1,1.0,0.99144226
ANKRD13C,1,1,1.0,0.8116968
ANKRD13D,1,1,1.0,0.8106515
ANKRD20A2P,1,1,1.0,0.95206475
ANKRD44,1,1,1.0,0.991441
ANKRD54,1,1,1.0,0.99142796
ANXA4,1,1,1.0,0.9696335
ANXA5,1,1,1.0,0.9914624
ANXA8,1,1,1.0,0.99080515
AOAH,1,1,1.0,0.9913668
AP000721.1,1,1,1.0,0.9895893
AP001267.5,1,1,1.0,0.98240453
AP001425.1,1,1,1.0,0.9905986
AP003393.1,1,1,1.0,0.8120607
AP3M1,1,1,1.0,0.9848134
AP3S1,1,1,1.0,0.9913254
AP4S1,1,1,1.0,0.9848609
AP5M1,1,1,1.0,0.96529263
APOBEC1,1,1,1.0,0.9913511
APOL2,1,1,1.0,0.99135256
APOOL,1,1,1.0,0.96273464
APTX,1,1,1.0,0.9902097
AQP11,1,1,1.0,0.99140805
AQP12A,1,1,1.0,0.9455378
AQP5,1,1,1.0,0.9220567
ARFGAP3,1,1,1.0,0.99133563
ARGFX,1,1,1.0,0.9900191
ARHGAP1,1,1,1.0,0.9915149
ARHGAP12,1,1,1.0,0.9871766
ARHGAP15,1,1,1.0,0.9745029
ARHGAP22,1,1,1.0,0.9403842
ARHGAP24,1,1,1.0,0.9914278
ARHGAP42,1,1,1.0,0.96271527
ARHGEF38,1,1,1.0,0.9914341
ARID5A,1,1,1.0,0.9913084
ARL5B,1,1,1.0,0.99116665
ARL9,1,1,1.0,0.98602194
ARMCX5,1,1,1.0,0.8371805
ARNT,1,1,1.0,0.7710245
ARPC2,1,1,1.0,0.95032597
ARPC5L,1,1,1.0,0.9913469
ARR3,1,1,1.0,0.9913629
ARRB2,1,1,1.0,0.9912798
ARRDC1,1,1,1.0,0.9913447
ASAH1,1,1,1.0,0.9912656
ASAH2B,1,1,1.0,0.9913605
ASB8,1,1,1.0,0.92151713
ASCC1,1,1,1.0,0.9914588
ASH2L,1,1,1.0,0.86897993
ATAD5,1,1,1.0,0.9600852
ATF1,1,1,1.0,0.9855295
ATF5,1,1,1.0,0.8995745
ATF6,1,1,1.0,0.80052954
ATG10,1,1,1.0,0.9457671
ATG12,1,1,1.0,0.99077153
ATG14,1,1,1.0,0.9833739
ATIC,1,1,1.0,0.8799571
ATP1B1,1,1,1.0,0.9859298
ATP1B3,1,1,1.0,0.9903391
ATP5MC2,1,1,1.0,0.9914171
ATP5PD,1,1,1.0,0.9912435
ATP6AP1,1,1,1.0,0.9687318
ATP6AP2,1,1,1.0,0.86518955
ATP6V1B1,1,1,1.0,0.755033
ATP6V1F,1,1,1.0,0.98939323
ATP6V1G2,1,1,1.0,0.97956765
ATPAF2,1,1,1.0,0.9914819
ATRAID,1,1,1.0,0.9895517
AUP1,1,1,1.0,0.9572212
AURKB,1,1,1.0,0.9210275
AVPR2,1,1,1.0,0.9054008
AZIN2,1,1,1.0,0.8730407
B3GALNT1,1,1,1.0,0.9914426
B3GALT1,1,1,1.0,0.983634
B3GAT2,1,1,1.0,0.9734334
B4GALNT2,1,1,1.0,0.82792276
B4GALT1,1,1,1.0,0.99146956
B4GALT4,1,1,1.0,0.9914619
B9D1,1,1,1.0,0.9769363
BAAT,1,1,1.0,0.98830926
BABAM1,1,1,1.0,0.99139786
BABAM2,1,1,1.0,0.98989886
BAG2,1,1,1.0,0.99131083
BAMBI,1,1,1.0,0.97768354
BANF1,1,1,1.0,0.99074835
BARHL1,1,1,1.0,0.9741691
BBS10,1,1,1.0,0.9914936
BCKDHA,1,1,1.0,0.94507676
BCKDK,1,1,1.0,0.9827298
BCL7A,1,1,1.0,0.94142646
BCO2,1,1,1.0,0.99000156
BCR,1,1,1.0,0.9890026
BCS1L,1,1,1.0,0.9101266
BDH1,1,1,1.0,0.9871815
BDH2,1,1,1.0,0.98947734
BEND4,1,1,1.0,0.99147874
BEND6,1,1,1.0,0.94502765
BEND7,1,1,1.0,0.93811274
BET1,1,1,1.0,0.87997544
BEX4,1,1,1.0,0.9727888
BGN,1,1,1.0,0.97893083
BHMT2,1,1,1.0,0.9914106
BIN3,1,1,1.0,0.9914072
BLVRA,1,1,1.0,0.99119204
BMP10,1,1,1.0,0.98180515
BMP2,1,1,1.0,0.94676256
BMP8B,1,1,1.0,0.9864806
BMT2,1,1,1.0,0.991413
BNIP5,1,1,1.0,0.96704626
BPY2C,1,1,1.0,0.9699584
BST1,1,1,1.0,0.99126524
BTBD1,1,1,1.0,0.89496243
BTBD8,1,1,1.0,0.8282945
BZW2,1,1,1.0,0.99121475
C10orf62,1,1,1.0,0.975723
C11orf1,1,1,1.0,0.989219
C11orf24,1,1,1.0,0.99144953
C11orf58,1,1,1.0,0.99150616
C11orf94,1,1,1.0,0.99145424
C12orf43,1,1,1.0,0.8995065
C12orf77,1,1,1.0,0.9704475
C15orf40,1,1,1.0,0.9839941
C16orf78,1,1,1.0,0.99101955
C18orf25,1,1,1.0,0.9912703
C19orf44,1,1,1.0,0.9914478
C19orf54,1,1,1.0,0.9703523
C1GALT1C1,1,1,1.0,0.9857085
C1QTNF1,1,1,1.0,0.99049765
C1QTNF12,1,1,1.0,0.9848748
C1QTNF9,1,1,1.0,0.99150956
C1RL,1,1,1.0,0.99146175
C1orf105,1,1,1.0,0.9731092
C1orf131,1,1,1.0,0.9912832
C1orf162,1,1,1.0,0.9892517
C1orf43,1,1,1.0,0.9018848
C1orf74,1,1,1.0,0.9910527
C21orf58,1,1,1.0,0.97210026
C21orf91,1,1,1.0,0.99138665
C2orf69,1,1,1.0,0.99046284
C2orf80,1,1,1.0,0.9906714
C4A,1,1,1.0,0.98942685
C4orf33,1,1,1.0,0.9180282
C5AR2,1,1,1.0,0.9915177
C5orf15,1,1,1.0,0.99137187
C5orf38,1,1,1.0,0.9914517
C5orf58,1,1,1.0,0.98514974
C6orf120,1,1,1.0,0.91951275
C6orf136,1,1,1.0,0.9505497
C6orf15,1,1,1.0,0.9898622
C6orf62,1,1,1.0,0.95835197
C7orf25,1,1,1.0,0.9914875
C8orf76,1,1,1.0,0.8536643
C9orf152,1,1,1.0,0.9730085
C9orf163,1,1,1.0,0.81587064
C9orf50,1,1,1.0,0.99105495
C9orf72,1,1,1.0,0.99126875
C9orf78,1,1,1.0,0.99144906
CA1,1,1,1.0,0.9915046
CA9,1,1,1.0,0.98763925
CABP2,1,1,1.0,0.9581872
CABP5,1,1,1.0,0.9301084
CACNB1,1,1,1.0,0.9823636
CACNG7,1,1,1.0,0.99128085
CALB1,1,1,1.0,0.99002784
CALHM4,1,1,1.0,0.9427752
CAMK2G,1,1,1.0,0.9557723
CAMLG,1,1,1.0,0.99131024
CAMTA2,1,1,1.0,0.9890981
CAP2,1,1,1.0,0.9730566
CAPG,1,1,1.0,0.9804047
CAPN11,1,1,1.0,0.9782827
CAPN12,1,1,1.0,0.9914498
CAPNS1,1,1,1.0,0.88911134
CAPRIN1,1,1,1.0,0.9772305
CAPZA3,1,1,1.0,0.98602355
CASP14,1,1,1.0,0.85003734
CASP3,1,1,1.0,0.9658221
CASP5,1,1,1.0,0.99143094
CASP6,1,1,1.0,0.99092007
CASP8,1,1,1.0,0.9880525
CATSPER1,1,1,1.0,0.98163384
CATSPERB,1,1,1.0,0.82516253
CAVIN4,1,1,1.0,0.9897385
CBFA2T2,1,1,1.0,0.99148285
CBL,1,1,1.0,0.9294638
CBLL2,1,1,1.0,0.90726966
CBLN1,1,1,1.0,0.92858434
CBLN4,1,1,1.0,0.9894881
CBR1,1,1,1.0,0.98521984
CBWD1,1,1,1.0,0.96847737
CBX3,1,1,1.0,0.9909644
CBY1,1,1,1.0,0.9913053
CC2D2B,1,1,1.0,0.98667693
CCDC102B,1,1,1.0,0.89187855
CCDC107,1,1,1.0,0.9617378
CCDC114,1,1,1.0,0.9849711
CCDC134,1,1,1.0,0.99137574
CCDC150,1,1,1.0,0.9497071
CCDC167,1,1,1.0,0.99141544
CCDC186,1,1,1.0,0.99112564
CCDC198,1,1,1.0,0.9773865
CCDC57,1,1,1.0,0.98802036
CCDC65,1,1,1.0,0.9883161
CCDC74B,1,1,1.0,0.968229
CCDC86,1,1,1.0,0.9877506
CCDC88A,1,1,1.0,0.9914819
CCK,1,1,1.0,0.9683257
CCL13,1,1,1.0,0.99098915
CCL28,1,1,1.0,0.9915149
CCL4,1,1,1.0,0.7988957
CCL7,1,1,1.0,0.99131775
CCNA2,1,1,1.0,0.92319554
CCNB2,1,1,1.0,0.7811901
CCNI2,1,1,1.0,0.98371387
CCNJ,1,1,1.0,0.9558004
CCR7,1,1,1.0,0.99147636
CCRL2,1,1,1.0,0.9773117
CCT3,1,1,1.0,0.98984617
CD200R1,1,1,1.0,0.98407525
CD207,1,1,1.0,0.92696524
CD300E,1,1,1.0,0.9504458
CD300LB,1,1,1.0,0.9833264
CD3G,1,1,1.0,0.97673845
CD40,1,1,1.0,0.989808
CD40LG,1,1,1.0,0.9800136
CD46,1,1,1.0,0.78516746
CD63,1,1,1.0,0.9908405
CD69,1,1,1.0,0.9598409
CD70,1,1,1.0,0.9789249
CD79B,1,1,1.0,0.8281314
CD81,1,1,1.0,0.9902553
CD99,1,1,1.0,0.9860312
CD99L2,1,1,1.0,0.99151295
CDA,1,1,1.0,0.9708576
CDC123,1,1,1.0,0.9547992
CDC14A,1,1,1.0,0.95400566
CDC14B,1,1,1.0,0.80426854
CDC16,1,1,1.0,0.93839556
CDC25B,1,1,1.0,0.9896757
CDC34,1,1,1.0,0.87388504
CDC37L1,1,1,1.0,0.99151784
CDC6,1,1,1.0,0.94660497
CDCA8,1,1,1.0,0.9914043
CDK10,1,1,1.0,0.9906487
CDK18,1,1,1.0,0.99140257
CDK19,1,1,1.0,0.9854857
CDK2,1,1,1.0,0.82798475
CDK5R1,1,1,1.0,0.97075975
CDKN2D,1,1,1.0,0.9882059
CDKN3,1,1,1.0,0.9912917
CDR2,1,1,1.0,0.99066633
CDV3,1,1,1.0,0.9004333
CEACAM1,1,1,1.0,0.9913924
CEACAM3,1,1,1.0,0.9551438
CEACAM6,1,1,1.0,0.8829608
CELA2B,1,1,1.0,0.9913641
CELF3,1,1,1.0,0.97674495
CEMP1,1,1,1.0,0.95876545
CENATAC,1,1,1.0,0.99077374
CENPH,1,1,1.0,0.9703288
CENPM,1,1,1.0,0.9847969
CENPT,1,1,1.0,0.9812614
CEP120,1,1,1.0,0.98009217
CEP43,1,1,1.0,0.99049133
CEP68,1,1,1.0,0.9912123
CEP78,1,1,1.0,0.9902919
CFAP126,1,1,1.0,0.9912884
CFAP298-TCP10L,1,1,1.0,0.9890316
CFI,1,1,1.0,0.9571812
CFL1,1,1,1.0,0.9475865
CFLAR,1,1,1.0,0.9706777
CGB1,1,1,1.0,0.9871804
CHCHD3,1,1,1.0,0.9870639
CHCHD5,1,1,1.0,0.94850045
CHCHD6,1,1,1.0,0.9915001
CHIC1,1,1,1.0,0.98083293
CHIC2,1,1,1.0,0.9805978
CHKA,1,1,1.0,0.99133766
CHMP1A,1,1,1.0,0.82438946
CHODL,1,1,1.0,0.86123914
CHP1,1,1,1.0,0.77796215
CHPF2,1,1,1.0,0.99149066
CHRM1,1,1,1.0,0.92956454
CHRNA9,1,1,1.0,0.84371555
CIAO3,1,1,1.0,0.942923
CIART,1,1,1.0,0.9914916
CIBAR2,1,1,1.0,0.9914792
CISD2,1,1,1.0,0.99130356
CKAP4,1,1,1.0,0.8629681
CLDN12,1,1,1.0,0.9818345
CLDN15,1,1,1.0,0.9889865
CLDN22,1,1,1.0,0.99141824
CLEC1B,1,1,1.0,0.8133721
CLEC4A,1,1,1.0,0.9913864
CLIC6,1,1,1.0,0.99145645
CLPSL1,1,1,1.0,0.96872956
CLTB,1,1,1.0,0.9907274
CLUL1,1,1,1.0,0.9842852
CMBL,1,1,1.0,0.85973316
CMPK1,1,1,1.0,0.8675465
CMTM2,1,1,1.0,0.93125075
CMTM3,1,1,1.0,0.991499
CNDP2,1,1,1.0,0.9846026
CNIH2,1,1,1.0,0.97349656
CNIH4,1,1,1.0,0.9758099
CNN3,1,1,1.0,0.77410686
CNOT11,1,1,1.0,0.9362562
CNOT6,1,1,1.0,0.9912754
CNPPD1,1,1,1.0,0.9892903
CNPY2,1,1,1.0,0.97822136
CNRIP1,1,1,1.0,0.9849973
COA4,1,1,1.0,0.9869845
COA8,1,1,1.0,0.99127066
COCH,1,1,1.0,0.97177446
COL8A2,1,1,1.0,0.98864645
COLEC12,1,1,1.0,0.920273
COMMD5,1,1,1.0,0.99140406
COMMD6,1,1,1.0,0.95356375
COMMD7,1,1,1.0,0.98544574
COPA,1,1,1.0,0.9914943
COPS3,1,1,1.0,0.9603561
COPS5,1,1,1.0,0.9912811
COPS7A,1,1,1.0,0.9536142
COPS8,1,1,1.0,0.9510667
COPS9,1,1,1.0,0.93216044
COPZ1,1,1,1.0,0.99129546
COQ10B,1,1,1.0,0.9666334
COQ9,1,1,1.0,0.99137634
CORO1C,1,1,1.0,0.95729524
COX11,1,1,1.0,0.9806138
CPEB4,1,1,1.0,0.99133754
CPM,1,1,1.0,0.9842063
CPNE1,1,1,1.0,0.88493073
CPNE6,1,1,1.0,0.99151576
CPNE9,1,1,1.0,0.9816846
CRCP,1,1,1.0,0.8920326
CREBRF,1,1,1.0,0.9895808
CREBZF,1,1,1.0,0.9366325
CRIP1,1,1,1.0,0.99149346
CRK,1,1,1.0,0.9910183
CRLF1,1,1,1.0,0.97994286
CRTAP,1,1,1.0,0.9757734
CRX,1,1,1.0,0.99096876
CRYAB,1,1,1.0,0.98938835
CRYL1,1,1,1.0,0.9682921
CRYM,1,1,1.0,0.97838163
CSAG3,1,1,1.0,0.9844977
CSKMT,1,1,1.0,0.90583295
CSNK1D,1,1,1.0,0.97548884
CSNK1G2,1,1,1.0,0.9635345
CSRP2,1,1,1.0,0.9914239
CSRP3,1,1,1.0,0.9822068
CST6,1,1,1.0,0.98441374
CST7,1,1,1.0,0.9429122
CSTL1,1,1,1.0,0.99138767
CTNS,1,1,1.0,0.9886423
CTSA,1,1,1.0,0.99139386
CTSH,1,1,1.0,0.983808
CUL4A,1,1,1.0,0.99131197
CX3CL1,1,1,1.0,0.9811297
CXCL13,1,1,1.0,0.9666776
CXXC5,1,1,1.0,0.9589251
CXorf38,1,1,1.0,0.9363706
CYB5R4,1,1,1.0,0.93008256
CYFIP2,1,1,1.0,0.9110253
CYGB,1,1,1.0,0.96925575
CYP20A1,1,1,1.0,0.9914454
CYP24A1,1,1,1.0,0.99143106
CYP26A1,1,1,1.0,0.97793627
CYP2A7,1,1,1.0,0.95196044
CYP39A1,1,1,1.0,0.9906661
CYP51A1,1,1,1.0,0.9906025
CYRIB,1,1,1.0,0.99137723
CYSLTR1,1,1,1.0,0.9865058
CYTH2,1,1,1.0,0.9903474
CYTH4,1,1,1.0,0.98338956
DALRD3,1,1,1.0,0.9735363
DAPP1,1,1,1.0,0.9903867
DARS2,1,1,1.0,0.9913936
DAZAP1,1,1,1.0,0.99100983
DBI,1,1,1.0,0.9829402
DCAF4,1,1,1.0,0.9718463
DCANP1,1,1,1.0,0.9825996
DCBLD2,1,1,1.0,0.9415753
DCP1A,1,1,1.0,0.8704365
DCST2,1,1,1.0,0.9912868
DCTD,1,1,1.0,0.991435
DCTN6,1,1,1.0,0.98518133
DDHD1,1,1,1.0,0.9718746
DDIAS,1,1,1.0,0.8790953
DDIT4L,1,1,1.0,0.99151367
DDN,1,1,1.0,0.9914488
DDO,1,1,1.0,0.7648246
DDRGK1,1,1,1.0,0.9506374
DDX18,1,1,1.0,0.93924266
DDX28,1,1,1.0,0.9912629
DDX51,1,1,1.0,0.984347
DDX55,1,1,1.0,0.991458
DDX6,1,1,1.0,0.9584171
DEF6,1,1,1.0,0.8081121
DEFB135,1,1,1.0,0.9718802
DEPDC1B,1,1,1.0,0.99109155
DEPP1,1,1,1.0,0.9901404
DERL2,1,1,1.0,0.890039
DHRS7C,1,1,1.0,0.95553243
DHTKD1,1,1,1.0,0.9706236
DHX57,1,1,1.0,0.9817499
DIRAS2,1,1,1.0,0.99127054
DIRAS3,1,1,1.0,0.9895579
DLL3,1,1,1.0,0.95955783
DLX1,1,1,1.0,0.9812207
DLX5,1,1,1.0,0.83520293
DMAC2,1,1,1.0,0.8442557
DMRT1,1,1,1.0,0.99048704
DMRT2,1,1,1.0,0.99149066
DMRTA1,1,1,1.0,0.9713596
DNAJA2,1,1,1.0,0.99151295
DNAJB12,1,1,1.0,0.97794104
DNAJB14,1,1,1.0,0.9867035
DNAJB6,1,1,1.0,0.99040025
DNAJC12,1,1,1.0,0.9801759
DNAJC15,1,1,1.0,0.991486
DNAJC19,1,1,1.0,0.9789099
DNALI1,1,1,1.0,0.8158305
DNASE1L3,1,1,1.0,0.9798329
DND1,1,1,1.0,0.93914527
DNLZ,1,1,1.0,0.9894525
DNMT3L,1,1,1.0,0.9874408
DOK3,1,1,1.0,0.9274425
DPEP2,1,1,1.0,0.90136606
DPEP3,1,1,1.0,0.9825326
DPF1,1,1,1.0,0.98968726
DPF2,1,1,1.0,0.87421757
DPH1,1,1,1.0,0.9011903
DPH6,1,1,1.0,0.96134645
DPY19L4,1,1,1.0,0.91151
DPY30,1,1,1.0,0.99041057
DPYS,1,1,1.0,0.9905806
DTL,1,1,1.0,0.99135613
DTNA,1,1,1.0,0.99141204
DTWD2,1,1,1.0,0.9635093
DTX3,1,1,1.0,0.9796593
DTYMK,1,1,1.0,0.9871622
DUOXA2,1,1,1.0,0.86589104
DUSP1,1,1,1.0,0.76756686
DUSP12,1,1,1.0,0.9894449
DUSP26,1,1,1.0,0.937333
DUSP29,1,1,1.0,0.89779246
DUSP7,1,1,1.0,0.9911315
DYDC1,1,1,1.0,0.8441021
DYNC1LI1,1,1,1.0,0.97995836
DYNC2I1,1,1,1.0,0.7900725
DYNLL2,1,1,1.0,0.99113095
DYNLRB2,1,1,1.0,0.99147826
EAF2,1,1,1.0,0.9671397
EBNA1BP2,1,1,1.0,0.94382554
