level,group,threshold,n_variants,n_predicted_artifact,artifact_fraction,median_rep_error_probability,mean_rep_error_probability
source_maf,3ba7d3a9-8984-4c85-8d76-a6ded3a78223.maf.gz,0.75,60,15,0.25,0.452996,0.458536
source_maf,3dfcf466-38aa-4c8f-beae-e4eba6cfa4ca.maf.gz,0.75,72,21,0.291667,0.310802,0.401948
source_maf,3dffde20-6af0-47b0-9ff1-dbe52d973174.maf.gz,0.75,57,49,0.859649,0.976074,0.847783
source_maf,3e46c7ee-20a0-4555-8a69-efa59d673b72.maf.gz,0.75,60,55,0.916667,0.991206,0.917913
source_maf,3ee7bf22-d609-484f-a270-435e7a910cea.maf.gz,0.75,71,57,0.802817,0.947761,0.824983
source_maf,3f70a963-4852-4ee0-87e4-71046603b63d.maf.gz,0.75,23,22,0.956522,0.989523,0.954362
source_maf,4000d8fa-3f11-4a3e-9eff-8a020db39ecf.maf.gz,0.75,16,7,0.4375,0.55058,0.523613
source_maf,41ef6378-0647-4574-a255-600e7355e402.maf.gz,0.75,47,10,0.212766,0.175209,0.335968
source_maf,421c309b-8906-4896-9d3c-6fc4aca2cdb6.maf.gz,0.75,72,48,0.666667,0.923073,0.73007
source_maf,43253774-95e8-4967-983e-6c6500ea219b.maf.gz,0.75,62,36,0.580645,0.853374,0.659784
source_maf,443c35d7-e199-49d8-b2f7-2e0e4fc2eb9a.maf.gz,0.75,44,31,0.704545,0.966523,0.750919
source_maf,444e14e0-a6fd-494e-bbcd-22dc1c676158.maf.gz,0.75,55,28,0.509091,0.764722,0.660763
source_maf,45ba29c4-93cb-4a31-9994-956f0e209f7c.maf.gz,0.75,69,30,0.434783,0.678888,0.568105
source_maf,470d22dd-b96f-451c-942c-0d873f5ecbcf.maf.gz,0.75,79,36,0.455696,0.683055,0.559437
source_maf,47fdbeba-e2db-4645-96fc-a344e8b45f60.maf.gz,0.75,45,29,0.644444,0.867652,0.690326
source_maf,487c7329-c5ca-4921-954a-5347082144b4.maf.gz,0.75,29,4,0.137931,0.242606,0.349837
source_maf,48fc7957-a80c-484e-a1af-f6ac751a870a.maf.gz,0.75,53,53,1.0,0.991268,0.977232
source_maf,490001eb-233e-4f34-a1a9-85c7f1d2c5b0.maf.gz,0.75,20,13,0.65,0.912245,0.701701
source_maf,495ce163-b509-443b-b0f9-5c8881d7adcc.maf.gz,0.75,56,47,0.839286,0.97966,0.843717
source_maf,49d88609-b367-478a-a30d-b1a68be69027.maf.gz,0.75,53,47,0.886792,0.975497,0.888359
source_maf,4b1abb13-ebed-4ced-9ccb-b967a30136f9.maf.gz,0.75,44,27,0.613636,0.865783,0.656633
source_maf,4b3337f8-7d53-455e-afe3-5a0f6378150d.maf.gz,0.75,37,33,0.891892,0.981918,0.887042
source_maf,4b53a053-6f6f-4af2-a1ef-24f78cf00bd6.maf.gz,0.75,69,19,0.275362,0.279812,0.408555
source_maf,4bc11add-ec18-4fc3-a77c-7a380e63d12f.maf.gz,0.75,48,5,0.104167,0.01871,0.197678
source_maf,4bdd25b1-f5b8-4b6b-8acd-d44154ae44bf.maf.gz,0.75,86,53,0.616279,0.888581,0.638953
source_maf,4c1a7bd3-c494-4c79-acc1-9bab05524d9c.maf.gz,0.75,34,24,0.705882,0.984423,0.752338
source_maf,4c74c4aa-bae0-47e8-afc8-7fce4b2ed72b.maf.gz,0.75,60,39,0.65,0.878668,0.744888
source_maf,4cc566d5-6edd-4b05-a283-96ba8aebaaf9.maf.gz,0.75,45,19,0.422222,0.458327,0.491366
source_maf,4d84afad-3610-4dbf-935e-7e2af10887ae.maf.gz,0.75,95,55,0.578947,0.896798,0.62941
source_maf,4d9c992e-858c-4635-9bfd-6c8cfa499e87.maf.gz,0.75,64,15,0.234375,0.307336,0.388334
source_maf,4dae418b-0691-429a-9f78-56b52c812c2e.maf.gz,0.75,56,27,0.482143,0.72163,0.603737
source_maf,4de58545-568a-4f9b-ae77-c9a5b9bc6161.maf.gz,0.75,70,63,0.9,0.987777,0.896431
source_maf,4ebacb5d-3778-4923-b871-b1ce7a849bdf.maf.gz,0.75,55,13,0.236364,0.434501,0.451313
source_maf,4f118894-652d-4ba4-b109-60e741dffc8b.maf.gz,0.75,50,35,0.7,0.899562,0.715891
source_maf,4f4c30a2-cc49-4993-b861-8a1c3c38020f.maf.gz,0.75,1162,602,0.518072,0.78269,0.614423
source_maf,4fb5d2c0-4c3b-4f6b-ace9-6fb918623a8e.maf.gz,0.75,59,17,0.288136,0.425261,0.457213
source_maf,5051a15b-c08f-43ae-8b2d-e1f41b74a5a2.maf.gz,0.75,59,15,0.254237,0.425172,0.475154
source_maf,52120fe0-d881-4d57-a0d0-904792697462.maf.gz,0.75,46,27,0.586957,0.833639,0.629563
source_maf,523e6728-6954-4f10-9ca3-2beb93a00eaa.maf.gz,0.75,59,38,0.644068,0.88822,0.714288
source_maf,5287d32b-dccd-4e98-8bd8-cfb2db0e1149.maf.gz,0.75,60,34,0.566667,0.8035,0.649147
source_maf,52d7f132-edd2-4592-81af-7c638a01b49b.maf.gz,0.75,38,27,0.710526,0.968987,0.763321
source_maf,531e9f35-4b1d-43b3-abbf-9f055996a733.maf.gz,0.75,38,19,0.5,0.753544,0.579381
source_maf,5442f31d-8273-4f6c-aa47-72b5b0cbb198.maf.gz,0.75,50,27,0.54,0.761615,0.626523
source_maf,5466be78-b711-4c31-b2ca-913ffe75fbf2.maf.gz,0.75,68,41,0.602941,0.863376,0.668862
source_maf,548fcdcc-9713-4fc5-b91c-19971426cb12.maf.gz,0.75,39,27,0.692308,0.97388,0.725889
source_maf,54904499-a62d-4501-a4ea-044340a35284.maf.gz,0.75,107,59,0.551402,0.824881,0.597995
source_maf,549673a1-ffd5-4018-8c3d-1da6cada340e.maf.gz,0.75,48,45,0.9375,0.983781,0.93472
source_maf,550e98a3-df48-47a7-8e28-d652ba87f796.maf.gz,0.75,47,40,0.851064,0.961585,0.843403
source_maf,55a52a05-a004-49d1-8518-f93777499ea1.maf.gz,0.75,65,34,0.523077,0.837189,0.603373
source_maf,5658815c-0a91-42cd-9b3e-b88765db50ed.maf.gz,0.75,53,22,0.415094,0.509843,0.498309
source_maf,56cd0c03-cc81-402f-b725-034f0906e116.maf.gz,0.75,56,43,0.767857,0.971569,0.775634
source_maf,56dd93b9-a8db-4b37-9a09-35a977fc6636.maf.gz,0.75,51,22,0.431373,0.580418,0.50204
source_maf,574b1c64-de0a-43f8-82fa-50722ef99c7e.maf.gz,0.75,96,44,0.458333,0.69747,0.564456
source_maf,5971903c-b88a-4848-bd4a-47ed0347e8a3.maf.gz,0.75,89,63,0.707865,0.955781,0.740197
source_maf,59cf743e-2e9d-4828-ba83-3bbf1e230962.maf.gz,0.75,48,38,0.791667,0.962142,0.813445
source_maf,5a6289cb-5343-41ad-a992-05a5e3314a0a.maf.gz,0.75,66,37,0.560606,0.857176,0.671997
source_maf,5aaa6f2e-d192-4b5d-afb4-e60bfa0c64e8.maf.gz,0.75,72,44,0.611111,0.849581,0.666962
source_maf,5c54653d-200f-43c1-bdf9-44cdc687ab57.maf.gz,0.75,63,46,0.730159,0.916407,0.771546
source_maf,5ce1ed90-035b-4289-a7e2-e23b7ec571d5.maf.gz,0.75,47,40,0.851064,0.973083,0.835122
source_maf,5d0799f7-43b6-4321-93bd-313fde9f010f.maf.gz,0.75,352,200,0.568182,0.859834,0.651329
source_maf,5dadaf79-98f2-45ed-a944-62df84b9ce8f.maf.gz,0.75,41,37,0.902439,0.976738,0.8827
source_maf,5f2ab765-06a8-4071-abdd-43955592a655.maf.gz,0.75,63,27,0.428571,0.638989,0.572743
source_maf,60ba3a2b-e2b1-4fd2-9511-fba63245639f.maf.gz,0.75,55,30,0.545455,0.841979,0.663452
source_maf,60be0185-e60d-4d88-b7d5-e1ba22ef928a.maf.gz,0.75,55,16,0.290909,0.27282,0.392569
source_maf,615a2810-bb54-4bac-834e-4a07ed36e1bc.maf.gz,0.75,52,38,0.730769,0.944115,0.764072
source_maf,6168b1f3-8ebc-464d-af0c-01e85c82c96b.maf.gz,0.75,58,31,0.534483,0.794808,0.59151
source_maf,6169a6ba-4f56-427e-845b-b3ced5ae150d.maf.gz,0.75,30,19,0.633333,0.927785,0.672298
source_maf,61f9881e-d373-48b0-b1bf-dada749fa2f8.maf.gz,0.75,46,24,0.521739,0.822469,0.595361
source_maf,62738274-1ebe-463d-806f-f472c4d08293.maf.gz,0.75,54,21,0.388889,0.479055,0.483629
source_maf,637c1b5f-db7e-4784-a469-2482a2466874.maf.gz,0.75,81,62,0.765432,0.969506,0.807708
source_maf,63a8bde0-97ff-4baa-8cc5-96a3ee8d913a.maf.gz,0.75,59,31,0.525424,0.773498,0.617684
source_maf,63fbb9a5-d153-48d0-8be9-60db3c39e595.maf.gz,0.75,35,24,0.685714,0.961892,0.717792
source_maf,646aef9e-a618-43e7-8b1e-277cda66efac.maf.gz,0.75,39,15,0.384615,0.660193,0.514508
source_maf,660ecea7-71bd-41af-9004-98a2a14785c6.maf.gz,0.75,60,31,0.516667,0.766357,0.604181
source_maf,6687e812-0842-4985-aaec-25be8f0582f4.maf.gz,0.75,69,42,0.608696,0.860575,0.696088
source_maf,66b08835-b79f-480b-a475-1f0d23d01217.maf.gz,0.75,70,24,0.342857,0.580092,0.54409
source_maf,6727a27f-b9fd-4c23-848c-23acd50c9724.maf.gz,0.75,99,41,0.414141,0.50764,0.493056
source_maf,6751daba-2b0f-418a-b1eb-58fd9330369e.maf.gz,0.75,48,37,0.770833,0.967483,0.780275
source_maf,67fe3e80-70c3-4452-a3d7-0851e010ed9e.maf.gz,0.75,60,24,0.4,0.632941,0.535919
source_maf,687c664e-9f6c-42e3-98c3-12d9010675bd.maf.gz,0.75,15,10,0.666667,0.88227,0.649152
source_maf,690a5936-5f30-48b6-b9c9-6e192aa414d7.maf.gz,0.75,36,13,0.361111,0.00084,0.402359
source_maf,6a15ce9c-18d5-479f-b0d7-ad313c68741f.maf.gz,0.75,59,19,0.322034,0.451836,0.480698
source_maf,6b46c429-8a24-4156-ba12-66d592b83c97.maf.gz,0.75,57,26,0.45614,0.669153,0.576365
source_maf,6b5d4411-63ed-42dd-95fa-cd55b7c168ce.maf.gz,0.75,68,39,0.573529,0.848122,0.650611
source_maf,6bdda52a-52a2-4147-bd6f-f7c86ede2a88.maf.gz,0.75,57,24,0.421053,0.653049,0.53453
source_maf,6e407da3-12c4-4fe6-80cc-d213a72088cb.maf.gz,0.75,20,15,0.75,0.966791,0.742823
source_maf,6e454eca-1765-45b7-be47-89ed656717ee.maf.gz,0.75,50,27,0.54,0.875694,0.549961
source_maf,6e8dd681-42b0-4569-91b0-2b7da64845fa.maf.gz,0.75,61,20,0.327869,0.582242,0.571875
source_maf,6f560343-1ad3-4e32-a581-a6871b6fa612.maf.gz,0.75,55,21,0.381818,0.449216,0.502672
source_maf,6fd169e5-a79b-405f-8c4e-b20a03d8a4a9.maf.gz,0.75,47,12,0.255319,0.278309,0.406652
source_maf,70102d73-26b4-4978-92e1-9dc84b20e115.maf.gz,0.75,119,55,0.462185,0.529096,0.503403
source_maf,704eff30-2fa2-4e1d-a547-30558683e9b0.maf.gz,0.75,55,35,0.636364,0.862767,0.691831
source_maf,7087c9cf-3f02-4823-b7fe-f40e5ae84cad.maf.gz,0.75,51,20,0.392157,0.436637,0.465125
source_maf,70bc66e7-bb86-4c9c-93ad-e8c3b91477e3.maf.gz,0.75,51,42,0.823529,0.979986,0.82704
source_maf,712ed64e-c763-4741-8fdc-a0b0f5c542fe.maf.gz,0.75,69,55,0.797101,0.976856,0.812799
source_maf,71fc7244-33c9-4e24-b9f7-cb5a68449298.maf.gz,0.75,27,22,0.814815,0.971424,0.837356
source_maf,7296556a-d904-4a9f-a863-040e36379fb1.maf.gz,0.75,70,63,0.9,0.985837,0.895278
source_maf,73fe0425-d669-4f44-b1f5-7724049331d5.maf.gz,0.75,41,32,0.780488,0.96542,0.811084
source_maf,74551f2b-cd10-4434-816f-49ab375e930e.maf.gz,0.75,68,36,0.529412,0.793171,0.592111
source_maf,75b37359-9796-4291-bfb0-5dcd60fabb7c.maf.gz,0.75,91,64,0.703297,0.94819,0.768691
source_maf,7682e0ce-e404-4c3e-acd2-126d5c7f57e9.maf.gz,0.75,49,26,0.530612,0.778633,0.650053
source_maf,768ad713-cad3-4fbf-84b6-41974aabb872.maf.gz,0.75,77,25,0.324675,0.430485,0.465917
source_maf,76aba3c0-a81a-4f85-abe9-e02484fdf857.maf.gz,0.75,38,32,0.842105,0.978355,0.855892
source_maf,77386e4e-8e68-4074-b043-3f083522e990.maf.gz,0.75,56,26,0.464286,0.656918,0.533674
source_maf,78271628-3f5a-4b99-a1e4-ccfd1fbdc2f8.maf.gz,0.75,99,77,0.777778,0.987215,0.79639
source_maf,78333a0f-2bd0-4d4f-b726-2dfa75fcc9de.maf.gz,0.75,87,31,0.356322,0.444681,0.465032
source_maf,7a94d2da-c8fd-483a-a1d3-4887eee51f40.maf.gz,0.75,49,25,0.510204,0.804711,0.581002
source_maf,7abc238e-2980-4638-98be-11df3ea12736.maf.gz,0.75,109,75,0.688073,0.896822,0.727885
source_maf,7b732dc5-7957-4828-968d-028f80b8adfd.maf.gz,0.75,70,47,0.671429,0.91139,0.67194
source_maf,7bb0a596-b16d-4456-8777-5644b9945708.maf.gz,0.75,69,51,0.73913,0.966262,0.757701
source_maf,7cbef184-20d5-4055-815d-78c5e20e9e32.maf.gz,0.75,27,21,0.777778,0.968725,0.798423
source_maf,7cff630c-060e-4542-b25e-a0308c0a7ac3.maf.gz,0.75,29,13,0.448276,0.705219,0.583271
source_maf,7ecedf92-8532-410c-b656-f92a90551c14.maf.gz,0.75,60,27,0.45,0.647694,0.515482
source_maf,7f1428fe-002e-4394-b60e-9af1049fa583.maf.gz,0.75,48,11,0.229167,0.205295,0.357287
source_maf,808c2c8e-3355-4738-8904-d8b83be771cb.maf.gz,0.75,67,19,0.283582,0.25535,0.38756
source_maf,80d1a4e0-d6be-4289-b174-76e56bcb1950.maf.gz,0.75,77,34,0.441558,0.595514,0.545025
source_maf,8116383b-2bdc-43d8-ab24-e31790988e47.maf.gz,0.75,80,77,0.9625,0.989503,0.94304
source_maf,81829065-6f06-4493-902a-8bd716d764b0.maf.gz,0.75,58,46,0.793103,0.966699,0.804714
source_maf,82413c0b-31b3-4a81-b470-ba7c7b1d5c53.maf.gz,0.75,47,37,0.787234,0.981835,0.801567
source_maf,82414dc1-c28d-40da-9cdb-71f6c19a5044.maf.gz,0.75,52,13,0.25,0.159886,0.348206
source_maf,830157d1-4b29-4766-ae58-9a4de26e3eff.maf.gz,0.75,57,24,0.421053,0.610989,0.526348
source_maf,8336c6af-ead1-487d-b435-a03c975da54e.maf.gz,0.75,69,60,0.869565,0.966373,0.852595
source_maf,83cba63a-ed43-434e-ab3e-7731d5485415.maf.gz,0.75,54,46,0.851852,0.971693,0.848699
source_maf,85395525-14b6-44aa-998d-9f2cbc0797bf.maf.gz,0.75,59,9,0.152542,0.276725,0.389852
source_maf,85d307c7-1f44-48f2-8905-208394d4eb88.maf.gz,0.75,79,37,0.468354,0.657358,0.541518
source_maf,8620a956-df26-43be-a00a-be75192167b6.maf.gz,0.75,61,36,0.590164,0.854098,0.697054
source_maf,863745a2-1fe2-47b6-bba7-63eaf68b66ce.maf.gz,0.75,94,46,0.489362,0.715514,0.53912
source_maf,865ea30d-9fdb-4999-8007-d8e09e639d38.maf.gz,0.75,61,57,0.934426,0.990242,0.912379
source_maf,8669f0e9-fdaf-49d8-ae2f-7970c9b3bf77.maf.gz,0.75,72,51,0.708333,0.945303,0.782924
source_maf,8755916d-6481-4ca2-a5f4-5c542c7e5c93.maf.gz,0.75,58,30,0.517241,0.756526,0.676764
source_maf,884d91e4-587c-404b-8464-5ff48cf943ec.maf.gz,0.75,51,29,0.568627,0.861239,0.662786
source_maf,885ab22d-4674-4647-a31d-9501d23d5828.maf.gz,0.75,49,31,0.632653,0.930777,0.694913
source_maf,8a3d3c86-da43-4101-baf2-b7ee2c52a471.maf.gz,0.75,78,43,0.551282,0.852685,0.611834
source_maf,8ba65fea-e5aa-4560-ab7d-d86d25c699fe.maf.gz,0.75,62,19,0.306452,0.278182,0.415613
source_maf,8bc61d46-10ae-424a-9a1f-bcbb8f72a716.maf.gz,0.75,37,18,0.486486,0.706638,0.573108
source_maf,8dc78176-3091-4ff9-84df-437a0197b342.maf.gz,0.75,32,16,0.5,0.718154,0.577349
source_maf,8de11478-834a-42f0-ab0b-090d06b12b8d.maf.gz,0.75,121,101,0.834711,0.972414,0.844114
source_maf,8e323af2-20b1-4fcb-b5df-313d504a0f57.maf.gz,0.75,30,7,0.233333,0.177479,0.356755
source_maf,8e9c7c74-8713-4244-adfa-11f7f9054754.maf.gz,0.75,56,44,0.785714,0.969656,0.799954
source_maf,90d0cbc4-ce38-47ce-a99d-2f3021aee987.maf.gz,0.75,43,28,0.651163,0.907967,0.698437
source_maf,910c26fb-e184-4cce-b956-061e3ceeec92.maf.gz,0.75,63,46,0.730159,0.943061,0.750957
source_maf,91c1b5cc-a131-417e-bfe3-8b29e7b63c0d.maf.gz,0.75,63,13,0.206349,0.233329,0.36646
source_maf,923df8d2-fcdb-4596-9132-f72b2ff913aa.maf.gz,0.75,58,27,0.465517,0.700716,0.596303
source_maf,927c2f24-7d49-4532-9e3a-82319af8b926.maf.gz,0.75,72,15,0.208333,0.20811,0.338432
source_maf,92bcfa52-461e-4f8e-803f-bf914b5bfbd0.maf.gz,0.75,86,46,0.534884,0.826757,0.54469
source_maf,935f45b4-5061-40e9-952e-9b402a535685.maf.gz,0.75,41,24,0.585366,0.910367,0.604507
source_maf,9371b8de-e9b6-4392-b1dd-bc85a5881cb5.maf.gz,0.75,42,12,0.285714,0.394254,0.460963
source_maf,93cc0e41-08c7-4bd9-a910-3fafb9deadf8.maf.gz,0.75,65,18,0.276923,0.467209,0.463622
source_maf,94b019d9-8165-4c00-a5db-8cbc5f8bd4d2.maf.gz,0.75,78,67,0.858974,0.975626,0.853714
source_maf,95560c2c-9a9c-4cb4-9cdd-50fbd03f3265.maf.gz,0.75,53,13,0.245283,0.114749,0.324666
source_maf,95811b8d-1aff-4820-a9a2-5c04fa566754.maf.gz,0.75,44,35,0.795455,0.941188,0.812599
source_maf,966b6c18-c83e-4400-8b65-a6025b6dbbaa.maf.gz,0.75,27,24,0.888889,0.986568,0.884981
source_maf,97a040ad-48f0-4579-b812-47e08f0bfb5f.maf.gz,0.75,58,33,0.568966,0.785299,0.594886
source_maf,97b8d9ce-1c3f-4086-a2e2-87e9fc94777c.maf.gz,0.75,84,44,0.52381,0.808464,0.612188
source_maf,99c228a0-02df-46f2-a095-68e72e53b159.maf.gz,0.75,15171,9517,0.627315,0.970634,0.687791
source_maf,9b68ee94-38a4-440f-b8d2-f73e5be5e364.maf.gz,0.75,50,9,0.18,0.354318,0.40489
source_maf,9bcd45ef-9e0f-45ac-af5f-2fdfd4227503.maf.gz,0.75,62,24,0.387097,0.620613,0.528789
source_maf,9bfc590f-8fd6-4a9c-88e0-081d7fafef44.maf.gz,0.75,64,46,0.71875,0.934598,0.768935
source_maf,9d535616-d2a2-443a-bc0f-e496a23e387f.maf.gz,0.75,78,27,0.346154,0.34901,0.439809
source_maf,9d651d40-d8f4-453d-b69d-6d7acaef57d3.maf.gz,0.75,85,23,0.270588,0.338198,0.38417
source_maf,9e447a67-1599-4a0d-9311-cb9651f15bdd.maf.gz,0.75,42,32,0.761905,0.976177,0.790886
source_maf,9ef716e0-da13-4464-b552-86067534f62d.maf.gz,0.75,60,37,0.616667,0.874079,0.690945
source_maf,a06e4fa4-9887-4a0c-acab-99b0aa63794e.maf.gz,0.75,54,20,0.37037,0.308571,0.448414
source_maf,a079e690-4318-4b3e-bf51-7c1d55700dbc.maf.gz,0.75,52,27,0.519231,0.828379,0.589611
source_maf,a1b4de36-90e2-45b4-b4b7-7df6cce21def.maf.gz,0.75,81,58,0.716049,0.965657,0.762985
source_maf,a3c600d0-a324-45de-bdba-02f441515da6.maf.gz,0.75,48,15,0.3125,0.459165,0.448164
source_maf,a3d17660-244f-49f4-99fb-1510b99cb6b4.maf.gz,0.75,37,8,0.216216,0.045929,0.298959
source_maf,a3d7ea4e-dd44-449a-a766-217f6fd215f3.maf.gz,0.75,75,60,0.8,0.936042,0.804777
source_maf,a3ea7a9f-7859-47bd-8288-04d5915ced86.maf.gz,0.75,54,42,0.777778,0.982115,0.783301
source_maf,a46c5c7b-7c96-47b0-bfd9-a5a30cd99ee6.maf.gz,0.75,81,56,0.691358,0.937308,0.747364
source_maf,a489e954-de4b-4be5-8805-2e81fb3f2652.maf.gz,0.75,48,25,0.520833,0.769169,0.563867
source_maf,a49f969a-d956-42fb-b61e-299f64000dbb.maf.gz,0.75,56,41,0.732143,0.921765,0.73149
source_maf,a53c752a-f6b8-4e0c-993f-732b9128bf50.maf.gz,0.75,52,30,0.576923,0.951022,0.606602
source_maf,a5401e43-fa8c-4765-88a1-c5bd0dc20b37.maf.gz,0.75,196,120,0.612245,0.92945,0.627034
source_maf,a5686190-7ff9-421e-abf6-e30c45d38535.maf.gz,0.75,99,67,0.676768,0.92156,0.709072
source_maf,a5d28348-c7cc-4e1c-a7bf-962c328d3d77.maf.gz,0.75,93,68,0.731183,0.90302,0.774261
source_maf,a6324d34-baf0-456d-a40d-7f5504e0630d.maf.gz,0.75,36,22,0.611111,0.864102,0.712173
source_maf,a6bfa06b-e42f-4c1e-9e07-2b3a7f28905e.maf.gz,0.75,63,38,0.603175,0.858002,0.676842
source_maf,a7280605-858e-4595-82db-e7508d9a8f57.maf.gz,0.75,196,30,0.153061,0.0,0.194557
source_maf,a836c839-cd3f-442a-9bdb-33e4e59b4ade.maf.gz,0.75,48,31,0.645833,0.897061,0.667578
source_maf,a84008d1-f3b6-43f3-b60a-52c13c6bc4bb.maf.gz,0.75,33,28,0.848485,0.990748,0.853191
source_maf,a8b91887-6067-409a-a9c3-f40d84f7a1fb.maf.gz,0.75,36,28,0.777778,0.979998,0.793551
source_maf,a9c9f82a-92d3-4efb-a5ef-e5527e4bb9ed.maf.gz,0.75,53,27,0.509434,0.784637,0.618325
source_maf,a9e4beea-4851-43dd-bbba-58139b6bc034.maf.gz,0.75,59,33,0.559322,0.857808,0.571861
source_maf,a9e9f0cd-4bcf-4f78-b4bb-88ec6174295b.maf.gz,0.75,57,45,0.789474,0.964962,0.796208
source_maf,aa29f2d7-b5fd-4c81-bdce-63df0c102c0c.maf.gz,0.75,41,23,0.560976,0.811084,0.718245
source_maf,aa3557b6-96ee-4e78-8c8d-e1a7d81df44a.maf.gz,0.75,60,22,0.366667,0.565204,0.526096
source_maf,aa35bff0-d512-4012-91b7-1757d531c654.maf.gz,0.75,67,50,0.746269,0.953139,0.76828
source_maf,aaa65ead-b512-4aab-b69a-64c904603c96.maf.gz,0.75,41,26,0.634146,0.920492,0.673845
source_maf,aabb9bae-83c0-4076-948f-ff5f4631af58.maf.gz,0.75,55,42,0.763636,0.971172,0.803827
source_maf,ac305450-994f-47e3-9196-341b3e8f21f3.maf.gz,0.75,43,32,0.744186,0.964985,0.780872
source_maf,ac6480bd-d570-45a4-8592-fee769363dd6.maf.gz,0.75,48,29,0.604167,0.903064,0.674487
source_maf,ac9bf788-25ee-4d1c-902a-3d00a8e61cfb.maf.gz,0.75,64,13,0.203125,0.343722,0.384224
source_maf,ad7776f0-f4c1-4275-abc8-02fb19ff6df6.maf.gz,0.75,85,58,0.682353,0.915711,0.682366
source_maf,ad893105-43cd-4ae8-bf96-4597e2eb1922.maf.gz,0.75,112,76,0.678571,0.898855,0.743115
source_maf,ae44838b-6db1-421d-b7b4-aee7a7933985.maf.gz,0.75,97,76,0.783505,0.970184,0.789368
source_maf,af29cb03-921e-40ff-a81b-55f0a0d25ac5.maf.gz,0.75,34,29,0.852941,0.960329,0.811757
source_maf,aff5eda3-29ea-41ad-9867-8f97b83593fa.maf.gz,0.75,12,5,0.416667,0.024017,0.40439
source_maf,b0e8e380-5777-4f65-89ff-fd91e58a6cdf.maf.gz,0.75,28,10,0.357143,0.240156,0.425455
source_maf,b0fed6aa-f40e-4092-a061-a8697dbb40db.maf.gz,0.75,78,24,0.307692,0.242831,0.387847
source_maf,b1e9ee87-fe9c-4e8c-8e45-3dbbb4b2e0d8.maf.gz,0.75,88,75,0.852273,0.985229,0.871369
source_maf,b25dc783-1dac-420f-b90c-5845e2e3996f.maf.gz,0.75,44,18,0.409091,0.59993,0.495433
source_maf,b29551e7-e05c-4a3b-b65d-2df3535bf0a4.maf.gz,0.75,77,54,0.701299,0.911569,0.690384
source_maf,b2effc6a-808e-4ed2-8b2d-f768167f24c6.maf.gz,0.75,75,22,0.293333,0.327983,0.417695
source_maf,b376b8c8-e62a-48e6-b943-090e3610c14a.maf.gz,0.75,54,11,0.203704,0.047665,0.311242
source_maf,b39c8875-5612-4ef5-9f9b-c78a72b01ea6.maf.gz,0.75,34,15,0.441176,0.482836,0.535026
source_maf,b3d93020-5118-4a15-9f91-c6923819ecfb.maf.gz,0.75,46,9,0.195652,0.268936,0.363859
source_maf,b423aa19-49ba-435c-9e91-339069c75ed2.maf.gz,0.75,90,59,0.655556,0.855767,0.71725
source_maf,b42cf2f6-b675-45e2-9f0a-5a9a0f836c92.maf.gz,0.75,46,10,0.217391,0.049087,0.298498
source_maf,b4591111-97c2-4606-9c99-e928ec4728a3.maf.gz,0.75,59,18,0.305085,0.606329,0.5015
source_maf,b4896a6c-3156-4948-bed8-68df6efb4120.maf.gz,0.75,59,18,0.305085,0.387719,0.460948
source_maf,b49b766f-5865-4715-a1e2-c513f9e45c81.maf.gz,0.75,35,6,0.171429,0.014495,0.299731
source_maf,b4df06fc-288f-4ba3-a17b-8f278bcff1f6.maf.gz,0.75,53,26,0.490566,0.736038,0.572256
source_maf,b55319e9-2dd7-4ef4-803f-6e2651cc5299.maf.gz,0.75,62,28,0.451613,0.524751,0.545731
source_maf,b586a5f4-47f0-4583-b725-4076fde0efc9.maf.gz,0.75,57,23,0.403509,0.506367,0.503098
source_maf,b6ccb27d-4af1-42f9-a2ea-d5fdf8127830.maf.gz,0.75,187,112,0.59893,0.858734,0.645946
source_maf,b730dd94-2a2d-4fef-9bf7-d3ee4b5c2003.maf.gz,0.75,63,27,0.428571,0.641703,0.55114
source_maf,b77d6cc4-83b0-4292-9e17-3b93be126eed.maf.gz,0.75,54,31,0.574074,0.840344,0.693607
source_maf,b918ab6e-cfec-40e8-af6e-fdaabfe04148.maf.gz,0.75,35,20,0.571429,0.866916,0.615066
source_maf,ba239c50-70bd-47fc-9390-fd41c803a5ca.maf.gz,0.75,58,45,0.775862,0.961979,0.775278
source_maf,ba398aa0-52ca-43c4-8ea8-d3774333ef30.maf.gz,0.75,64,24,0.375,0.370865,0.478605
source_maf,ba3d4162-e515-4791-8370-ddadef99e1bf.maf.gz,0.75,52,22,0.423077,0.623469,0.616203
source_maf,bc444bb7-6254-4a11-9fc0-0b4324020927.maf.gz,0.75,33,16,0.484848,0.667767,0.541013
source_maf,bcba526f-1416-4f49-8a3e-bd04af0c49f9.maf.gz,0.75,40,23,0.575,0.858696,0.614664
source_maf,bcf0f482-a35f-45da-be4b-e3773c11c106.maf.gz,0.75,66,31,0.469697,0.730045,0.580554
source_maf,bd9365e1-55cb-455e-a23b-7cbabb9e1e52.maf.gz,0.75,99,51,0.515152,0.787156,0.587441
source_maf,bd9988c2-3c4a-4601-89c8-2f4202663841.maf.gz,0.75,53,24,0.45283,0.671903,0.559605
source_maf,bed6e03a-d800-48d3-a1df-fb39f1c70aae.maf.gz,0.75,72,41,0.569444,0.886322,0.597462
